food_id,risk_compound,confidence,method
PF-430,caffeine,0.3,llm
PF-430,nut_allergen,0.9,keyword
PF-430,potassium,0.9,keyword
PF-430,saturated_fat,0.9,keyword
PF-431,potassium,0.9,keyword
PF-431,sodium,0.9,keyword
PF-432,caffeine,0.3,llm
PF-432,potassium,0.9,keyword
PF-432,saturated_fat,0.9,keyword
PF-433,caffeine,0.3,llm
PF-433,nut_allergen,0.9,keyword
PF-433,potassium,0.9,keyword
PF-433,saturated_fat,0.9,keyword
PF-434,added_sugar,0.9,keyword
PF-434,caffeine,0.3,llm
PF-434,gluten_allergen,0.9,keyword
PF-434,milk_allergen,0.9,keyword
PF-434,saturated_fat,0.9,keyword
PF-434,soy_allergen,0.9,keyword
PF-435,added_sugar,0.9,keyword
PF-435,caffeine,0.3,llm
PF-435,gluten_allergen,0.9,keyword
PF-435,milk_allergen,0.9,keyword
PF-435,nut_allergen,0.9,keyword
PF-435,saturated_fat,0.9,keyword
PF-435,soy_allergen,0.9,keyword
PF-436,added_sugar,0.9,keyword
PF-436,caffeine,0.3,llm
PF-436,oxalate,0.9,keyword
PF-436,saturated_fat,0.9,keyword
PF-436,soy_allergen,0.9,keyword
PF-437,added_sugar,0.9,keyword
PF-437,caffeine,0.3,llm
PF-437,milk_allergen,0.9,keyword
PF-437,saturated_fat,0.9,keyword
PF-437,sodium,0.9,keyword
PF-437,soy_allergen,0.9,keyword
PF-438,added_sugar,0.9,keyword
PF-438,caffeine,0.3,llm
PF-438,gluten_allergen,0.9,keyword
PF-438,milk_allergen,0.9,keyword
PF-438,saturated_fat,0.9,keyword
PF-438,soy_allergen,0.9,keyword
PF-439,added_sugar,0.9,keyword
PF-439,caffeine,0.3,llm
PF-439,saturated_fat,0.9,keyword
PF-44,added_sugar,0.9,keyword
PF-44,gluten_allergen,0.9,keyword
PF-44,milk_allergen,0.9,keyword
PF-44,rapid_carb,0.9,keyword
PF-44,saturated_fat,0.9,keyword
PF-44,sesame_allergen,0.9,keyword
PF-44,sodium,0.9,keyword
PF-44,soy_allergen,0.9,keyword
PF-44,trans_fat,0.9,keyword
PF-440,added_sugar,0.9,keyword
PF-440,caffeine,0.3,llm
PF-440,gluten_allergen,0.9,keyword
PF-440,milk_allergen,0.9,keyword
PF-440,nut_allergen,0.9,keyword
PF-440,saturated_fat,0.9,keyword
PF-440,soy_allergen,0.9,keyword
PF-441,added_sugar,0.9,keyword
PF-441,caffeine,0.3,llm
PF-441,saturated_fat,0.9,keyword
PF-442,added_sugar,0.9,keyword
PF-442,caffeine,0.3,llm
PF-442,milk_allergen,0.9,keyword
PF-442,rapid_carb,0.9,keyword
PF-442,saturated_fat,0.9,keyword
PF-442,sodium,0.9,keyword
PF-442,soy_allergen,0.9,keyword
PF-443,added_sugar,0.9,keyword
PF-443,caffeine,0.3,llm
PF-443,milk_allergen,0.9,keyword
PF-443,saturated_fat,0.9,keyword
PF-443,soy_allergen,0.9,keyword
PF-444,added_sugar,0.9,keyword
PF-444,caffeine,0.3,llm
PF-444,egg_allergen,0.9,keyword
PF-444,milk_allergen,0.9,keyword
PF-444,nut_allergen,0.9,keyword
PF-444,potassium,0.9,keyword
PF-444,saturated_fat,0.9,keyword
PF-444,soy_allergen,0.9,keyword
PF-445,added_sugar,0.6,llm
PF-445,caffeine,0.3,llm
PF-445,saturated_fat,0.9,keyword
PF-445,soy_allergen,0.9,keyword
PF-446,added_sugar,0.9,keyword
PF-446,caffeine,0.3,llm
PF-446,milk_allergen,0.9,keyword
PF-446,nut_allergen,0.9,keyword
PF-446,saturated_fat,0.9,keyword
PF-446,soy_allergen,0.7,keyword
PF-447,added_sugar,0.6,llm
PF-447,saturated_fat,0.6,llm
PF-448,added_sugar,0.9,keyword
PF-448,caffeine,0.3,llm
PF-448,milk_allergen,0.9,keyword
PF-448,nut_allergen,0.9,keyword
PF-448,saturated_fat,0.9,keyword
PF-448,soy_allergen,0.9,keyword
PF-449,nut_allergen,0.9,keyword
PF-449,saturated_fat,0.9,keyword
PF-45,added_sugar,0.9,keyword
PF-45,calcium_mineral_chelation,0.9,keyword
PF-45,gluten_allergen,0.9,keyword
PF-45,milk_allergen,0.9,keyword
PF-45,nut_allergen,0.9,keyword
PF-45,rapid_carb,0.9,keyword
PF-45,saturated_fat,0.8,llm
PF-45,sodium,0.9,keyword
PF-45,soy_allergen,0.9,keyword
PF-45,trans_fat,0.9,keyword
PF-450,added_sugar,0.9,keyword
PF-450,caffeine,0.3,llm
PF-450,gluten_allergen,0.9,keyword
PF-450,milk_allergen,0.9,keyword
PF-450,rapid_carb,0.9,keyword
PF-450,saturated_fat,0.9,keyword
PF-450,sodium,0.9,keyword
PF-450,soy_allergen,0.9,keyword
PF-451,added_sugar,0.9,keyword
PF-451,gluten_allergen,0.9,keyword
PF-451,milk_allergen,0.9,keyword
PF-451,rapid_carb,0.9,keyword
PF-451,saturated_fat,0.9,keyword
PF-451,sodium,0.9,keyword
PF-451,trans_fat,0.7,llm
PF-452,added_sugar,0.9,keyword
PF-452,gluten_allergen,0.9,keyword
PF-452,milk_allergen,0.9,keyword
PF-452,rapid_carb,0.9,keyword
PF-452,trans_fat,0.9,keyword
PF-453,added_sugar,0.9,keyword
PF-453,caffeine,0.3,llm
PF-453,milk_allergen,0.9,keyword
PF-453,saturated_fat,0.9,keyword
PF-453,soy_allergen,0.9,keyword
PF-454,added_sugar,0.9,keyword
PF-454,gluten_allergen,0.9,keyword
PF-454,milk_allergen,0.9,keyword
PF-454,rapid_carb,0.9,keyword
PF-454,saturated_fat,0.9,keyword
PF-454,sodium,0.9,keyword
PF-454,trans_fat,0.9,keyword
PF-455,added_sugar,0.9,keyword
PF-455,gluten_allergen,0.9,keyword
PF-455,milk_allergen,0.9,keyword
PF-455,nut_allergen,0.9,keyword
PF-455,rapid_carb,0.9,keyword
PF-455,saturated_fat,0.9,keyword
PF-455,sodium,0.9,keyword
PF-455,soy_allergen,0.9,keyword
PF-455,trans_fat,0.9,keyword
PF-456,added_sugar,0.9,keyword
PF-456,gluten_allergen,0.9,keyword
PF-456,milk_allergen,0.9,keyword
PF-456,rapid_carb,0.9,keyword
PF-456,saturated_fat,0.9,keyword
PF-456,sodium,0.9,keyword
PF-456,soy_allergen,0.9,keyword
PF-456,trans_fat,0.7,llm
PF-457,added_sugar,0.9,keyword
PF-457,gluten_allergen,0.9,keyword
PF-457,milk_allergen,0.9,keyword
PF-457,rapid_carb,0.9,keyword
PF-457,saturated_fat,0.9,keyword
PF-457,sodium,0.9,keyword
PF-458,added_sugar,0.9,keyword
PF-458,nut_allergen,0.9,keyword
PF-458,saturated_fat,0.9,keyword
PF-458,sodium,0.9,keyword
PF-459,added_sugar,0.9,keyword
PF-459,gluten_allergen,0.9,keyword
PF-459,milk_allergen,0.9,keyword
PF-459,nut_allergen,0.9,keyword
PF-459,saturated_fat,0.9,keyword
PF-459,soy_allergen,0.9,keyword
PF-46,added_sugar,0.9,keyword
PF-46,calcium_mineral_chelation,0.9,keyword
PF-46,gluten_allergen,0.9,keyword
PF-46,milk_allergen,0.9,keyword
PF-46,nut_allergen,0.9,keyword
PF-46,potassium,0.9,keyword
PF-46,rapid_carb,0.8,llm
PF-46,saturated_fat,0.9,keyword
PF-46,sodium,0.9,keyword
PF-46,soy_allergen,0.9,keyword
PF-46,sulphite_allergen,0.4,llm
PF-46,trans_fat,0.7,llm
PF-460,nut_allergen,0.9,keyword
PF-460,saturated_fat,0.9,keyword
PF-461,added_sugar,0.9,keyword
PF-461,milk_allergen,0.9,keyword
PF-461,nut_allergen,0.9,keyword
PF-461,soy_allergen,0.7,keyword
PF-461,trans_fat,0.9,keyword
PF-462,added_sugar,0.9,keyword
PF-462,gluten_allergen,0.9,keyword
PF-462,milk_allergen,0.9,keyword
PF-462,nut_allergen,0.9,keyword
PF-462,rapid_carb,0.9,keyword
PF-462,saturated_fat,0.9,keyword
PF-462,sodium,0.9,keyword
PF-462,soy_allergen,0.7,keyword
PF-463,nut_allergen,0.9,keyword
PF-463,potassium,0.9,keyword
PF-465,added_sugar,0.9,keyword
PF-465,gluten_allergen,0.9,keyword
PF-465,rapid_carb,0.9,keyword
PF-465,sodium,0.35,llm
PF-465,trans_fat,0.9,keyword
PF-466,added_sugar,0.9,keyword
PF-466,rapid_carb,0.9,keyword
PF-466,sodium,0.35,llm
PF-467,added_sugar,0.9,keyword
PF-467,sodium,0.9,keyword
PF-467,tyramine,0.9,keyword
PF-468,added_sugar,0.9,keyword
PF-468,rapid_carb,0.9,keyword
PF-468,trans_fat,0.9,keyword
PF-469,added_sugar,0.9,keyword
PF-47,added_sugar,0.9,keyword
PF-47,gluten_allergen,0.9,keyword
PF-47,rapid_carb,0.9,keyword
PF-47,saturated_fat,0.9,keyword
PF-470,added_sugar,0.9,keyword
PF-470,potassium,0.9,keyword
PF-470,sodium,0.9,keyword
PF-471,added_sugar,0.9,keyword
PF-471,calcium_mineral_chelation,0.9,keyword
PF-471,gluten_allergen,0.9,keyword
PF-471,milk_allergen,0.9,keyword
PF-471,rapid_carb,0.9,keyword
PF-471,saturated_fat,0.9,keyword
PF-471,sodium,0.9,keyword
PF-471,trans_fat,0.9,keyword
PF-472,soy_allergen,0.9,keyword
PF-473,added_sugar,0.9,keyword
PF-473,gluten_allergen,0.9,keyword
PF-473,rapid_carb,0.9,keyword
PF-473,sodium,0.35,llm
PF-473,trans_fat,0.9,keyword
PF-474,added_sugar,0.9,keyword
PF-474,rapid_carb,0.9,keyword
PF-474,saturated_fat,0.9,keyword
PF-474,sodium,0.35,llm
PF-475,added_sugar,0.9,keyword
PF-475,rapid_carb,0.9,keyword
PF-475,saturated_fat,0.9,keyword
PF-475,sodium,0.35,llm
PF-476,added_sugar,0.9,keyword
PF-476,rapid_carb,0.9,keyword
PF-477,added_sugar,0.9,keyword
PF-477,rapid_carb,0.9,keyword
PF-477,saturated_fat,0.9,keyword
PF-478,added_sugar,0.9,keyword
PF-478,rapid_carb,0.9,keyword
PF-478,saturated_fat,0.9,keyword
PF-478,sodium,0.9,keyword
PF-479,added_sugar,0.9,keyword
PF-479,sodium,0.9,keyword
PF-48,added_sugar,0.9,keyword
PF-48,gluten_allergen,0.9,keyword
PF-48,milk_allergen,0.9,keyword
PF-48,nut_allergen,0.9,keyword
PF-48,rapid_carb,0.9,keyword
PF-48,saturated_fat,0.9,keyword
PF-48,sodium,0.9,keyword
PF-48,trans_fat,0.9,keyword
PF-480,added_sugar,0.9,keyword
PF-480,rapid_carb,0.9,keyword
PF-480,sodium,0.9,keyword
PF-481,added_sugar,0.9,keyword
PF-481,sodium,0.9,keyword
PF-482,added_sugar,0.9,keyword
PF-482,gluten_allergen,0.9,keyword
PF-482,milk_allergen,0.9,keyword
PF-482,rapid_carb,0.9,keyword
PF-482,saturated_fat,0.9,keyword
PF-482,sodium,0.9,keyword
PF-482,trans_fat,0.9,keyword
PF-483,added_sugar,0.9,keyword
PF-483,caffeine,0.9,keyword
PF-483,milk_allergen,0.9,keyword
PF-483,rapid_carb,0.9,keyword
PF-483,saturated_fat,0.9,keyword
PF-483,sodium,0.9,keyword
PF-483,soy_allergen,0.9,keyword
PF-484,added_sugar,0.9,keyword
PF-484,rapid_carb,0.9,keyword
PF-484,trans_fat,0.9,keyword
PF-485,added_sugar,0.9,keyword
PF-485,rapid_carb,0.9,keyword
PF-485,sodium,0.35,llm
PF-486,added_sugar,0.9,keyword
PF-486,rapid_carb,0.8,llm
PF-487,added_sugar,0.9,keyword
PF-487,milk_allergen,0.9,keyword
PF-487,rapid_carb,0.9,keyword
PF-487,saturated_fat,0.9,keyword
PF-487,sodium,0.9,keyword
PF-487,trans_fat,0.9,keyword
PF-488,added_sugar,0.9,keyword
PF-488,milk_allergen,0.9,keyword
PF-488,rapid_carb,0.9,keyword
PF-489,added_sugar,0.9,keyword
PF-489,milk_allergen,0.9,keyword
PF-489,rapid_carb,0.9,keyword
PF-489,saturated_fat,0.4,llm
PF-489,sodium,0.9,keyword
PF-489,soy_allergen,0.9,keyword
PF-49,added_sugar,0.9,keyword
PF-49,gluten_allergen,0.9,keyword
PF-49,milk_allergen,0.9,keyword
PF-49,nut_allergen,0.85,llm
PF-49,potassium,0.9,keyword
PF-49,rapid_carb,0.9,keyword
PF-49,saturated_fat,0.9,keyword
PF-49,sodium,0.9,keyword
PF-49,soy_allergen,0.9,keyword
PF-49,sulphite_allergen,0.9,llm
PF-490,added_sugar,0.9,keyword
PF-490,rapid_carb,0.9,keyword
PF-490,sodium,0.35,llm
PF-490,trans_fat,0.9,keyword
PF-491,added_sugar,0.9,keyword
PF-491,saturated_fat,0.6,llm
PF-492,added_sugar,0.9,keyword
PF-492,rapid_carb,0.9,keyword
PF-492,sodium,0.35,llm
PF-492,trans_fat,0.9,keyword
PF-493,added_sugar,0.9,keyword
PF-493,milk_allergen,0.9,keyword
PF-493,rapid_carb,0.9,keyword
PF-493,saturated_fat,0.9,keyword
PF-493,sodium,0.9,keyword
PF-493,trans_fat,0.9,keyword
PF-494,added_sugar,0.9,keyword
PF-494,caffeine,0.9,keyword
PF-494,milk_allergen,0.9,keyword
PF-494,rapid_carb,0.9,keyword
PF-494,sodium,0.9,keyword
PF-495,added_sugar,0.9,keyword
PF-495,milk_allergen,0.9,keyword
PF-495,rapid_carb,0.9,keyword
PF-495,saturated_fat,0.9,keyword
PF-495,sodium,0.9,keyword
PF-497,added_sugar,0.9,keyword
PF-497,milk_allergen,0.9,keyword
PF-497,rapid_carb,0.9,keyword
PF-497,saturated_fat,0.9,keyword
PF-497,sodium,0.9,keyword
PF-498,added_sugar,0.9,keyword
PF-498,sodium,0.9,keyword
PF-498,tyramine,0.9,keyword
PF-499,added_sugar,0.9,keyword
PF-499,rapid_carb,0.9,keyword
PF-5,added_sugar,0.9,keyword
PF-5,gluten_allergen,0.9,keyword
PF-5,milk_allergen,0.9,keyword
PF-5,rapid_carb,0.9,keyword
PF-5,saturated_fat,0.9,keyword
PF-5,sodium,0.9,keyword
PF-5,soy_allergen,0.9,keyword
PF-50,added_sugar,0.9,keyword
PF-50,gluten_allergen,0.9,keyword
PF-50,histamine,0.7,keyword
PF-50,milk_allergen,0.9,keyword
PF-50,rapid_carb,0.9,keyword
PF-50,saturated_fat,0.9,keyword
PF-500,added_sugar,0.9,keyword
PF-500,caffeine,0.6,llm
PF-500,rapid_carb,0.9,keyword
PF-501,added_sugar,0.9,keyword
PF-501,rapid_carb,0.9,keyword
PF-502,added_sugar,0.9,keyword
PF-502,licorice_glycyrrhizin,0.9,keyword
PF-502,rapid_carb,0.9,keyword
PF-503,added_sugar,0.9,keyword
PF-503,caffeine,0.9,keyword
PF-503,milk_allergen,0.9,keyword
PF-503,rapid_carb,0.9,keyword
PF-503,saturated_fat,0.9,keyword
PF-503,trans_fat,0.7,llm
PF-504,added_sugar,0.9,keyword
PF-504,rapid_carb,0.9,keyword
PF-505,added_sugar,0.9,keyword
PF-505,rapid_carb,0.9,keyword
PF-506,added_sugar,0.9,keyword
PF-507,added_sugar,0.9,keyword
PF-507,rapid_carb,0.9,keyword
PF-507,sodium,0.35,llm
PF-508,added_sugar,0.9,keyword
PF-508,rapid_carb,0.9,keyword
PF-509,added_sugar,0.9,keyword
PF-509,rapid_carb,0.9,keyword
PF-51,added_sugar,0.9,keyword
PF-51,calcium_mineral_chelation,0.9,keyword
PF-51,gluten_allergen,0.9,keyword
PF-51,nut_allergen,0.9,keyword
PF-51,rapid_carb,0.9,keyword
PF-51,saturated_fat,0.9,keyword
PF-51,sodium,0.9,keyword
PF-51,trans_fat,0.7,llm
PF-510,added_sugar,0.9,keyword
PF-510,milk_allergen,0.9,keyword
PF-510,rapid_carb,0.9,keyword
PF-510,saturated_fat,0.9,keyword
PF-510,sodium,0.9,keyword
PF-510,trans_fat,0.7,llm
PF-511,sodium,0.35,llm
PF-512,added_sugar,0.9,keyword
PF-512,rapid_carb,0.9,keyword
PF-513,added_sugar,0.9,keyword
PF-513,rapid_carb,0.9,keyword
PF-514,added_sugar,0.9,keyword
PF-514,rapid_carb,0.9,keyword
PF-515,sodium,0.35,llm
PF-516,sodium,0.35,llm
PF-517,added_sugar,0.9,keyword
PF-518,added_sugar,0.9,keyword
PF-518,rapid_carb,0.9,keyword
PF-519,added_sugar,0.9,keyword
PF-519,rapid_carb,0.9,keyword
PF-52,added_sugar,0.9,keyword
PF-52,gluten_allergen,0.9,keyword
PF-52,rapid_carb,0.9,keyword
PF-52,saturated_fat,0.9,keyword
PF-52,sodium,0.9,keyword
PF-520,added_sugar,0.9,keyword
PF-520,saturated_fat,0.9,keyword
PF-521,added_sugar,0.9,keyword
PF-521,rapid_carb,0.9,keyword
PF-521,sodium,0.35,llm
PF-522,added_sugar,0.9,keyword
PF-522,rapid_carb,0.9,keyword
PF-522,sodium,0.35,llm
PF-523,added_sugar,0.9,keyword
PF-523,rapid_carb,0.9,keyword
PF-524,added_sugar,0.9,keyword
PF-524,rapid_carb,0.9,keyword
PF-525,added_sugar,0.9,keyword
PF-525,caffeine,0.9,keyword
PF-525,rapid_carb,0.9,keyword
PF-526,added_sugar,0.9,keyword
PF-526,rapid_carb,0.9,keyword
PF-527,added_sugar,0.9,keyword
PF-527,rapid_carb,0.9,keyword
PF-528,added_sugar,0.9,keyword
PF-528,caffeine,0.9,keyword
PF-528,milk_allergen,0.9,keyword
PF-528,rapid_carb,0.9,keyword
PF-528,saturated_fat,0.9,keyword
PF-528,sodium,0.9,keyword
PF-528,trans_fat,0.7,llm
PF-529,added_sugar,0.9,keyword
PF-529,rapid_carb,0.9,keyword
PF-529,sodium,0.35,llm
PF-53,added_sugar,0.9,keyword
PF-53,gluten_allergen,0.9,keyword
PF-53,milk_allergen,0.9,keyword
PF-53,rapid_carb,0.9,keyword
PF-53,saturated_fat,0.9,keyword
PF-53,sodium,0.9,keyword
PF-53,soy_allergen,0.9,keyword
PF-530,added_sugar,0.9,keyword
PF-530,rapid_carb,0.9,keyword
PF-531,added_sugar,0.9,keyword
PF-531,rapid_carb,0.9,keyword
PF-532,added_sugar,0.9,keyword
PF-532,rapid_carb,0.9,keyword
PF-532,sodium,0.9,keyword
PF-533,added_sugar,0.9,keyword
PF-533,rapid_carb,0.9,keyword
PF-533,sodium,0.35,llm
PF-534,added_sugar,0.9,keyword
PF-534,rapid_carb,0.9,keyword
PF-534,sodium,0.9,keyword
PF-535,added_sugar,0.9,keyword
PF-535,rapid_carb,0.9,keyword
PF-536,added_sugar,0.9,keyword
PF-536,rapid_carb,0.9,keyword
PF-536,sodium,0.9,keyword
PF-537,added_sugar,0.9,keyword
PF-537,rapid_carb,0.9,keyword
PF-538,added_sugar,0.9,keyword
PF-538,rapid_carb,0.9,keyword
PF-538,sodium,0.35,llm
PF-538,trans_fat,0.9,keyword
PF-539,added_sugar,0.9,keyword
PF-539,rapid_carb,0.9,keyword
PF-539,sodium,0.35,llm
PF-54,added_sugar,0.9,keyword
PF-54,gluten_allergen,0.9,keyword
PF-54,rapid_carb,0.9,keyword
PF-54,saturated_fat,0.8,llm
PF-54,sodium,0.9,keyword
PF-54,trans_fat,0.7,llm
PF-540,added_sugar,0.9,keyword
PF-540,rapid_carb,0.9,keyword
PF-541,added_sugar,0.9,keyword
PF-541,rapid_carb,0.9,keyword
PF-541,sodium,0.35,llm
PF-542,added_sugar,0.9,keyword
PF-542,rapid_carb,0.9,keyword
PF-542,sodium,0.35,llm
PF-543,added_sugar,0.9,keyword
PF-544,added_sugar,0.9,keyword
PF-544,rapid_carb,0.9,keyword
PF-544,sodium,0.35,llm
PF-545,added_sugar,0.9,keyword
PF-545,rapid_carb,0.9,keyword
PF-546,added_sugar,0.9,keyword
PF-546,gluten_allergen,0.9,keyword
PF-546,potassium,0.9,keyword
PF-546,sodium,0.9,keyword
PF-547,added_sugar,0.9,keyword
PF-547,rapid_carb,0.9,keyword
PF-547,soy_allergen,0.9,keyword
PF-548,added_sugar,0.9,keyword
PF-548,nut_allergen,0.9,keyword
PF-548,rapid_carb,0.9,keyword
PF-548,saturated_fat,0.4,llm
PF-549,nut_allergen,0.9,keyword
PF-549,rapid_carb,0.9,keyword
PF-549,saturated_fat,0.9,keyword
PF-549,sodium,0.9,keyword
PF-55,added_sugar,0.9,keyword
PF-55,gluten_allergen,0.9,keyword
PF-55,milk_allergen,0.9,keyword
PF-55,saturated_fat,0.9,keyword
PF-55,sodium,0.9,keyword
PF-550,added_sugar,0.9,keyword
PF-550,gluten_allergen,0.9,keyword
PF-550,rapid_carb,0.9,keyword
PF-550,saturated_fat,0.9,keyword
PF-550,sodium,0.9,keyword
PF-550,trans_fat,0.7,llm
PF-551,added_sugar,0.9,keyword
PF-551,rapid_carb,0.9,keyword
PF-551,saturated_fat,0.4,llm
PF-551,sodium,0.9,keyword
PF-552,added_sugar,0.9,keyword
PF-552,gluten_allergen,0.9,keyword
PF-552,milk_allergen,0.9,keyword
PF-552,rapid_carb,0.9,keyword
PF-552,saturated_fat,0.9,keyword
PF-552,sodium,0.9,keyword
PF-552,soy_allergen,0.9,keyword
PF-553,gluten_allergen,0.9,keyword
PF-553,rapid_carb,0.9,keyword
PF-553,saturated_fat,0.9,keyword
PF-553,sesame_allergen,0.9,keyword
PF-553,sodium,0.9,keyword
PF-554,rapid_carb,0.9,keyword
PF-554,saturated_fat,0.9,keyword
PF-554,sodium,0.9,keyword
PF-555,added_sugar,0.9,keyword
PF-555,gluten_allergen,0.9,keyword
PF-555,rapid_carb,0.9,keyword
PF-555,saturated_fat,0.9,keyword
PF-555,sesame_allergen,0.9,keyword
PF-555,sodium,0.9,keyword
PF-555,tyramine,0.9,keyword
PF-556,added_sugar,0.9,keyword
PF-556,saturated_fat,0.9,keyword
PF-556,sodium,0.9,keyword
PF-557,saturated_fat,0.9,keyword
PF-557,sodium,0.9,keyword
PF-558,rapid_carb,0.9,keyword
PF-558,saturated_fat,0.9,keyword
PF-558,sodium,0.9,keyword
PF-559,added_sugar,0.9,keyword
PF-559,nut_allergen,0.9,keyword
PF-559,potassium,0.9,keyword
PF-559,rapid_carb,0.9,keyword
PF-559,sodium,0.9,keyword
PF-56,added_sugar,0.9,keyword
PF-56,gluten_allergen,0.9,keyword
PF-56,milk_allergen,0.9,keyword
PF-56,rapid_carb,0.9,keyword
PF-56,saturated_fat,0.9,keyword
PF-56,sodium,0.9,keyword
PF-560,added_sugar,0.9,keyword
PF-560,calcium_mineral_chelation,0.9,keyword
PF-560,milk_allergen,0.9,keyword
PF-560,rapid_carb,0.9,keyword
PF-560,sodium,0.9,keyword
PF-560,tyramine,0.9,keyword
PF-560,vitamin_k,0.9,keyword
PF-561,added_sugar,0.9,keyword
PF-561,milk_allergen,0.9,keyword
PF-561,rapid_carb,0.9,keyword
PF-561,saturated_fat,0.9,keyword
PF-561,sodium,0.9,keyword
PF-562,saturated_fat,0.9,keyword
PF-562,sodium,0.9,keyword
PF-563,added_sugar,0.9,keyword
PF-563,gluten_allergen,0.9,keyword
PF-563,nut_allergen,0.9,keyword
PF-563,rapid_carb,0.9,keyword
PF-563,saturated_fat,0.9,keyword
PF-563,sodium,0.9,keyword
PF-563,tyramine,0.9,keyword
PF-564,added_sugar,0.9,keyword
PF-564,gluten_allergen,0.9,keyword
PF-564,milk_allergen,0.9,keyword
PF-564,rapid_carb,0.9,keyword
PF-564,saturated_fat,0.9,keyword
PF-564,sodium,0.9,keyword
PF-565,added_sugar,0.9,keyword
PF-565,calcium_mineral_chelation,0.9,keyword
PF-565,milk_allergen,0.9,keyword
PF-565,rapid_carb,0.9,keyword
PF-566,added_sugar,0.9,keyword
PF-566,milk_allergen,0.9,keyword
PF-566,rapid_carb,0.9,keyword
PF-566,saturated_fat,0.4,llm
PF-566,sodium,0.9,keyword
PF-566,soy_allergen,0.9,keyword
PF-566,tyramine,0.9,keyword
PF-566,vitamin_k,0.9,keyword
PF-567,added_sugar,0.9,keyword
PF-567,nut_allergen,0.9,keyword
PF-567,rapid_carb,0.9,keyword
PF-567,saturated_fat,0.4,llm
PF-568,added_sugar,0.9,keyword
PF-568,nut_allergen,0.9,keyword
PF-568,potassium,0.9,keyword
PF-568,saturated_fat,0.4,llm
PF-568,sodium,0.9,keyword
PF-569,added_sugar,0.9,keyword
PF-569,milk_allergen,0.9,keyword
PF-569,nut_allergen,0.9,keyword
PF-569,saturated_fat,0.9,keyword
PF-569,sodium,0.9,keyword
PF-569,soy_allergen,0.9,keyword
PF-569,vitamin_k,0.9,keyword
PF-57,added_sugar,0.9,keyword
PF-57,calcium_mineral_chelation,0.9,keyword
PF-57,gluten_allergen,0.9,keyword
PF-57,milk_allergen,0.9,keyword
PF-57,rapid_carb,0.9,keyword
PF-57,saturated_fat,0.9,keyword
PF-57,sodium,0.9,keyword
PF-570,gluten_allergen,0.9,keyword
PF-570,nut_allergen,0.9,keyword
PF-570,rapid_carb,0.9,keyword
PF-570,saturated_fat,0.9,keyword
PF-570,sesame_allergen,0.9,keyword
PF-570,sodium,0.9,keyword
PF-571,nut_allergen,0.9,keyword
PF-571,saturated_fat,0.4,llm
PF-571,sodium,0.9,keyword
PF-572,added_sugar,0.9,keyword
PF-572,nut_allergen,0.9,keyword
PF-572,sodium,0.9,keyword
PF-573,calcium_mineral_chelation,0.9,keyword
PF-573,nut_allergen,0.9,keyword
PF-573,rapid_carb,0.6,llm
PF-573,sodium,0.9,keyword
PF-574,added_sugar,0.9,keyword
PF-574,potassium,0.9,keyword
PF-574,saturated_fat,0.4,llm
PF-574,sodium,0.9,keyword
PF-575,added_sugar,0.9,keyword
PF-575,rapid_carb,0.9,keyword
PF-575,saturated_fat,0.9,keyword
PF-575,sodium,0.9,keyword
PF-575,soy_allergen,0.9,keyword
PF-575,tyramine,0.9,keyword
PF-576,added_sugar,0.9,keyword
PF-576,rapid_carb,0.8,llm
PF-576,saturated_fat,0.4,llm
PF-576,sodium,0.9,keyword
PF-577,added_sugar,0.9,keyword
PF-577,nut_allergen,0.9,keyword
PF-577,saturated_fat,0.4,llm
PF-577,sodium,0.9,keyword
PF-578,added_sugar,0.9,keyword
PF-578,nut_allergen,0.9,keyword
PF-578,potassium,0.9,keyword
PF-578,saturated_fat,0.4,llm
PF-578,sodium,0.9,keyword
PF-579,potassium,0.9,keyword
PF-579,saturated_fat,0.4,llm
PF-579,sodium,0.9,keyword
PF-58,added_sugar,0.9,keyword
PF-58,gluten_allergen,0.9,keyword
PF-58,nut_allergen,0.9,keyword
PF-58,saturated_fat,0.9,keyword
PF-58,sodium,0.9,keyword
PF-58,soy_allergen,0.9,keyword
PF-580,gluten_allergen,0.9,keyword
PF-580,potassium,0.9,keyword
PF-580,rapid_carb,0.9,keyword
PF-580,saturated_fat,0.9,keyword
PF-580,sodium,0.9,keyword
PF-581,added_sugar,0.9,keyword
PF-581,potassium,0.9,keyword
PF-581,rapid_carb,0.9,keyword
PF-581,saturated_fat,0.9,keyword
PF-581,sodium,0.9,keyword
PF-582,added_sugar,0.9,keyword
PF-582,milk_allergen,0.9,keyword
PF-582,potassium,0.9,keyword
PF-582,rapid_carb,0.9,keyword
PF-582,saturated_fat,0.9,keyword
PF-582,sodium,0.9,keyword
PF-582,tyramine,0.9,keyword
PF-583,added_sugar,0.9,keyword
PF-583,potassium,0.9,keyword
PF-583,rapid_carb,0.9,keyword
PF-583,saturated_fat,0.9,keyword
PF-583,sodium,0.9,keyword
PF-584,added_sugar,0.9,keyword
PF-584,gluten_allergen,0.9,keyword
PF-584,histamine,0.7,keyword
PF-584,milk_allergen,0.9,keyword
PF-584,potassium,0.9,keyword
PF-584,rapid_carb,0.9,keyword
PF-584,saturated_fat,0.9,keyword
PF-584,sodium,0.9,keyword
PF-584,soy_allergen,0.9,keyword
PF-585,added_sugar,0.9,keyword
